año,mes,dia,Pais,mar,horario,OperadOR,ac_type,registration,summary,all_aboard,cantidad de fallecidos,ground,total_muertes,Marca,Registracion
1928,October,Wednesday,France,terrestre,Sin Dato,Air Union,Bleriot Spad 56,F-AIMN,The pilot attempted an emergency landing in a muddy field and crashed.,2,1,0,1,Bleriot,Con Registracion
1928,November,Thursday,Off Gibraltar,maritimo,Sin Dato,Aeropostale,Latecoere 32,F-AISN,The sea plane stuck a lightning mast and crashed into houses. Pilot error.,3,1,0,1,Latecoere,Con Registracion
1928,November,Saturday,United States,terrestre,Sin Dato,Universal Airlines,Hamilton H-47,NC7521,The mail plane crashed in a heavy snow storm.,3,3,0,3,Hamilton,Con Registracion
1928,November,Sunday,United States,terrestre,Sin Dato,Continental Air Lines,Travel Air 4000,NC5436,The mail plane crashed in a heavy snow storm,1,1,0,1,Travel,Con Registracion
1928,November,Sunday,United States,terrestre,Sin Dato,National Air Transport,Douglas M-4,NC792,The mail plane crashed in a snow storm.,1,1,0,1,Douglas,Con Registracion
1928,December,Saturday,United States,terrestre,Sin Dato,Sunbeam Air Transport Co.,Ford 4-AT-B Tri Motor,NC7862,The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed. The plane was on a delivery flight.,5,5,0,5,Ford,Con Registracion
1928,December,Monday,Brazil,terrestre,Sin Dato,Syndicato Condor,Dornier Wal,P-BACA,"The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastic limits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately.",14,14,0,14,Dornier,Con Registracion
1928,December,Monday,United States,terrestre,Sin Dato,Spokane Airways,Ford Tri-motor 4,NC7687,The aircraft crashed while attempting to land in fog.,5,5,0,5,Ford,Con Registracion
1928,December,Tuesday,Germany,terrestre,Sin Dato,Deutsche Lufthansa,Junkers G-31,D-1473,"After a fuel line broke in flight, the pilot was forced to make an emergency landing in an open field. On landing, the aircraft crashed, overturned and came to rest in flames.",4,3,0,3,Junkers,Con Registracion
1928,December,Thursday,United States,terrestre,Sin Dato,National Air Transport,Douglas M-4,NC790,The mail plane crashed into an apple tree during a snow storm after the pilot experienced spatial disorientation.,1,1,0,1,Douglas,Con Registracion
1928,December,Sunday,United States,terrestre,Sin Dato,Interstate Airlines,Fairchild FC-2,Sin Dato,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up properly.,4,4,0,4,Fairchild,Sin Registracion
1928,December,Monday,France,terrestre,Sin Dato,CIDNA,Blériot Spad 66,F-AEHX,Crashed into high ground in fog.,3,2,0,2,Blériot,Con Registracion
1929,January,Saturday,United States,terrestre,Sin Dato,Colonial Air Transport,Fairchild FC-2,NC5650,Struck a mountain slope  in poor weather.,1,1,0,1,Fairchild,Con Registracion
1929,January,Friday,United States,terrestre,Sin Dato,Varney Air Lines,Stearman C-38,NC1682,While attempting to make an emergency landing on the Minam river the mail plane hit a bolder killing the pilot.,1,1,0,1,Stearman,Con Registracion
1929,January,Friday,Greece,terrestre,Sin Dato,Aeroespresso,CMASA Wal,I-AZDA,The passenger plane diverted off Kerkira in the Ionian Sea due to poor weather conditions and thunderstoms and sank in rough seas.,9,2,0,2,CMASA,Con Registracion
1929,January,Thursday,United States,terrestre,Sin Dato,Skyline Transportation Company,Travel Air 4000,NC6480,"While attempting to land, the aircraft overran the runway and hit the perimeter fence.",1,1,0,1,Travel,Con Registracion
1929,March,Sunday,United States,terrestre,Diurno,Colonial Western Airlines,Ford 5-AT-B Tri Motor,NC7683,The plane was making the last of a number of sightseeing flights when two of it's three engines failed. The plane stalled and went out of control at an altitude of 200 ft. and crashed into a railroad freight car. Engine failure followed by a stall during an emergency landing attempt.,15,14,0,14,Ford,Con Registracion
1929,March,Saturday,United States,terrestre,Sin Dato,New Standard Airlines,Fokker F-VIIA,NC7888,"The aircraft crashed into a high mountain ridge, exploding on impact. Investigators speculated that upon encountering fog and winds in the treacherous mountain pass, the pilot may have turned the airliner around and was heading back to the airport when the crash occurred.",4,4,0,4,Fokker,Con Registracion
1929,May,Thursday,Mexico,terrestre,Sin Dato,Mexicana,Ford Tri-motor 4,M-SCAL,"An engine failed, the plane stalled and crashed.",5,5,0,5,Ford,Con Registracion
1929,May,Saturday, Pest Hungary,terrestre,Sin Dato,MALERT,Fokker F-III,H-MABC,A wing separated in flight and the plane crashed.,2,2,0,2,Fokker,Con Registracion
1929,May,Wednesday,Algiers,terrestre,Sin Dato,Aeropostale,Cams 53,F-AISX,The plane collided with a submerged object while taking off.,6,4,0,4,Cams,Con Registracion
1929,June,Thursday,Cuba,terrestre,Diurno,Pan American Airways,Fokker F-X,NC9700,"Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed. The plane was named ""Christopher Columbus"".",5,2,0,2,Fokker,Con Registracion
1929,June,Friday,Spain,terrestre,Sin Dato,Aeropostale,Breguet 14,F-AFEJ,"Took off, lost power and altitude and crashed into a telegraph tower.",2,1,0,1,Breguet,Con Registracion
1929,June,Monday,UK,terrestre,Diurno,Imperial Airways,Handley Page W-10,G-EBMT,"The plane was over the English Channel, approximately 3 miles offshore, when an engine failed. The pilot attempted to return to the airport but the plane ditched into the English Channel. Failure of a connecting rod on a cylinder due to fatigue.The plane was named ""City of Ottawa.""",13,7,0,7,Handley,Con Registracion
1929,June,Monday,United States,terrestre,Sin Dato,Northwest Orient Airlines,Ford 5-AT-B Tri-Motor,NC7416,All three engines failed shortly after takeoff causing the plane to stall and crash near Indian Mounds park.,8,1,0,1,Ford,Con Registracion
1929,June,Saturday,Germany,terrestre,Nocturno,Bodensee Aerolloyd,Domier Delphin III (flying boat),D-1620,The seaplane crashed into lake Constance while attempting to landing. The landing was hard and the plane broke in two and sank.,5,5,0,5,Domier,Con Registracion
1929,June,Saturday,United States,terrestre,Sin Dato,Continental Air Lines,Travel Air 4000,NC5435,The mail plane crashed into an antenna mast in fog and low visibility and burned.,1,1,0,1,Travel,Con Registracion
1929,August,Sunday,United States,terrestre,Sin Dato,Middle States Airlines,Lockheed 5 Vega,NC870E,"The just manufactured aircraft was on its way to be delivered to its new owner with  four employees of Lockheed,  two pilots and two engineers when it crashed under unknown circumstances.",4,4,0,4,Lockheed,Con Registracion
1929,August,Saturday,Russia,terrestre,Sin Dato,Ukvozduchput,Kalinin K-4,CCCP-217,Crashed under unknown circumstances.,1,1,0,1,Kalinin,Con Registracion
1929,August,Saturday,Germany,terrestre,Sin Dato,Deutsche Lufthansa,Fokker FG II,D-757,The aorcraft hit a hill in fog and poor visibility.,5,4,0,4,Fokker,Con Registracion
1929,September,Monday,United States,terrestre,Sin Dato,Associated Aviators,Lockheed Vega,NR859E,The plane crashed after going into a tail spin in a thunderstorm. The mechanic was able to parachute to safety.,2,1,0,1,Lockheed,Con Registracion
1929,September,Tuesday,United States,terrestre,Diurno,Trans Continental Air Transport,Ford 5-AT-B Tri Motor,NC9649,"Shortly after departing the aircraft crashed into a Mt Taylor after encountering a thunderstorm and turbulence. The plane was named ""The City of San Francisco.""",8,8,0,8,Ford,Con Registracion
1929,September,Friday,Iran,terrestre,Sin Dato,Imperial Airways,de Havilland DH-66 Hercules,G-EBMZ,"At night, the aircraft crashed short of the runway in low visibility.",5,3,0,3,de,Con Registracion
1929,September,Saturday,North Atlantic Ocean,maritimo,Sin Dato,Aeropostale,Latecoere 25,F-AIUJ,"Crashed at sea, 30 miles from Larache, Morocco for unknown reasons.",6,6,0,6,Latecoere,Con Registracion
1929,September,Saturday,Canada,terrestre,Diurno,Skyways,Travel Air 6000,CF-ABE,The aircraft went out of control and crashed for unknown reasons.,6,6,0,6,Travel,Con Registracion
1929,September,Tuesday,United States,terrestre,Sin Dato,Colonial Air Transport,Pitcairn PA-6 Mailwing,Sin Dato,The mail plane crashed into Mt. Lamentation in fog and burst into flames.,1,1,0,1,Pitcairn,Sin Registracion
1929,September,Tuesday,Morocco,terrestre,Sin Dato,Aeropostale,Latecoere 25-3-R,F-AIUJ,Crashed into the Mediterranean for unknown reasons.,5,5,0,5,Latecoere,Con Registracion
1929,September,Tuesday,United States,terrestre,Sin Dato,Pickwick Airways,Fairchild 71,Sin Dato,The mail plane crashed into a hillside in the desert while attempting to make an emergency landing during a storm.,2,1,0,1,Fairchild,Sin Registracion
1929,October,Saturday,Italy,terrestre,Diurno,Imperial Airways,Short Calcutta (flying boat),G-AADN,"The aircraft ditched in the ocean after encountering gale force winds. Sank while in tow. The plane was named ""City of Rome.""",7,7,0,7,Short,Con Registracion
1929,October,Tuesday,United States,terrestre,Sin Dato,Continental Air Lines,Stearman C-38,Sin Dato,The mail plane crashed into a grove of trees 8 miles southwest of Mount Vernon in foggy conditons.,1,1,0,1,Stearman,Sin Registracion
1929,October,Thursday,United States,terrestre,Sin Dato,Bremerton-Seattle Air Taxi / Gorst Air Lines,Loening C-2C,NC9158,The air taxi crashed into Puget Sound as it attempted to take off.,2,2,0,2,Loening,Con Registracion
1929,November,Monday,Mexico,terrestre,Diurno,Corp. Aeronautica de Transportes,Lockheed Vega 5,NC46M,The mail plane crashed in dense fog.,4,4,0,4,Lockheed,Con Registracion
1929,November,Wednesday,UK,terrestre,Diurno,Deutsche Lufthansa,Junkers G-24,D-903,"After the plane's antenna wire struck the ground and was partially torn off, the pilot attempted to return to land but hit tree tops and crashed in rain and fog.",8,7,0,7,Junkers,Con Registracion
1929,November,Saturday,France,terrestre,Diurno,Air Union,Liore et Olivier 190,F-AIGB,"While flying along the Corsican coast, the aircraft crashed into the Mediterranean in fog. No trace of the plane was ever found.",3,3,0,3,Liore,Con Registracion
1929,November,Wednesday,East Sardinia,terrestre,Sin Dato,S.A.M. Società Aerea Mediterranea,Savoia Marchetti S55,I-TACO,The plane crashed due to  an optical phenomenon caused by calm waters and an erroneous height assessment.,12,1,0,1,Savoia,Con Registracion
1929,November,Saturday,United States,terrestre,Sin Dato,Varney Air Lines,Stearman M-2 Speedmail,NC8199,The mail plane crashed into a fog bound tower of the interstate bridge spanning the Columbia River.,1,1,0,1,Stearman,Con Registracion
1929,December,Monday,United States,terrestre,Sin Dato,National Air Transport,Douglas M-3,NC789,The mail plane crashed en route during a storm.,1,1,0,1,Douglas,Con Registracion
1929,December,Thursday,Germany,terrestre,Sin Dato,Deutsche Lufthansa,Arado V1,D-1594,"In fog, the pilot lost his bearing in fog and crashed 60 km from the airport.",3,2,0,2,Arado,Con Registracion
1929,December,Monday,United States,terrestre,Sin Dato,Trans Continental Air Transport,Travel Air B6000,Sin Dato,Crashed onto a golf course  while on approach during a demonstration flight.,5,5,0,5,Travel,Sin Registracion
1930,January,Friday,United States,terrestre,Sin Dato,Boeing Air Transport,Boeing 95,NC184E,The airmail plane crash landed and burst into flames on a farm in fog and snow while attempting to make an emergency landing.,1,1,0,1,Boeing,Con Registracion
1930,January,Monday,Madagascar,terrestre,Sin Dato,Air Orient,Farman 190,F-AJJK,Crrashed moments after taking off from Port-Francqui.,3,3,0,3,Farman,Con Registracion
1930,January,Sunday,United States,terrestre,Sin Dato,Maddux Airlines,Ford 5-AT-C Tri Motor,NC9689,"While en route to Los Angeles, the pilot, flying a low altitude due to poor weather conditions tried to turn back. While in a left turn his left wing struck a hill, crashed and burned. Adverse weather conditions. The plane flew into a sudden squall which cause the pilot to lose control.",16,16,0,16,Ford,Con Registracion
1930,January,Saturday,Spain,terrestre,Sin Dato,Aeropostale,Latecoere 25,F-AJCL,Ran into thunderstorms and crashed into the sea.,2,2,0,2,Latecoere,Con Registracion
1930,January,Monday,United States,terrestre,Sin Dato,Central  Airlines (Universal Aviation Corporation),Travel Air A6000A,Sin Dato,"While preparing to land, the plane side slipped and dived into the ground from a height of 500 ft. and caught fire. As quickly as the bodies were removed, a hastily mustered crew of pilots and mechanics from Universal Airlines  and Central Airlines, began removing all evidence of the accident, savagely fighting off reporters and photographers as they worked.",5,5,0,5,Travel,Sin Registracion
1930,February,Monday,United States,terrestre,Sin Dato,Colonial Air Transport,Pitcairn PA-6 Mailwing,NC801H,While attempting to land the plane struck a building and fell into the Connecticut river.,1,1,0,1,Pitcairn,Con Registracion
1930,February,Monday,UK,terrestre,Sin Dato,Air Union,Farman F-63,F-FHMY,"While attempting to land in snow, the plane rose up, stalled and crashed. Fatigue of the upper front strut of the right tail which failed in flight, causing the spar to fail as well.",6,2,0,2,Farman,Con Registracion
1930,April,Friday,United States,terrestre,Sin Dato,Canadian Colonial Airways,Fairchild 71,NC9148,Crashed into power lines 150 feet above the ground in fog.,4,4,0,4,Fairchild,Con Registracion
1930,May,Saturday,Argentina,terrestre,Sin Dato,Aeropostale,Latecoere 28,F-AJPD,"While flying in foggy conditions at night, the captain lowered his altitude, hit a wave and fiipped over.",4,3,0,3,Latecoere,Con Registracion
1930,June,Thursday,United States,terrestre,Sin Dato,Colonial Air Transport,Ford Tri-Motor 5,NC9675,Crashed into Boston Harbor after losing the right  engine on takeoff.,15,1,0,1,Ford,Con Registracion
1930,July,Monday,Denmark,terrestre,Sin Dato,Deutsche Lufthansa,Dornier Wal,D-864,"The flying boat landed in a storm in the open ocean due to engine failure. After three hours, the plane was  capsized by a large wave while under tow.",8,5,0,5,Dornier,Con Registracion
1930,July,Thursday,United States,terrestre,Sin Dato,Cross Airways,Lockheed Vega 5,NC-394H,"The aircraft exploded in the air at an altitude of 4,000 feet shortly after taking off. The plane was flying in an area of fog and thunderstorms.",5,5,0,5,Lockheed,Con Registracion
1930,July,Monday,UK,terrestre,Sin Dato,Walcot Air Line,Junkers F-13ge,G-AAZK,The plane crashed about 10 miles from it's destination. Possible buffeting or irregular ocillation of the horizontal stabilizer leading to separation of the left stabilizer.,6,6,0,6,Junkers,Con Registracion
1930,August,Friday,Czechoslovakia,terrestre,Sin Dato,Ceskoslovenske Aerolinie,Ford 5-AT-C Tri Motor,OK-FOR,Crashed when the pilot made a sharp turn to avoid a chimney and lost control of the aircraft.,11,10,0,10,Ford,Con Registracion
